PO_Number,SKU,Supplier_ID,Location_ID,Order_Date,Expected_Arrival_Date,Actual_Arrival_Date,Quantity_Ordered,Quantity_Received,Status
PO-0016883,HOM-APP-00330,sup-198,wh-001,2026-02-02,2026-04-20,2026-05-02,422,415,Delivered
PO-0016884,TOY-GEN-00266,sup-013,str-001,2026-01-01,2026-02-15,2026-02-15,402,388,Delivered
PO-0016885,MUS-INS-00468,sup-039,wh-001,2026-06-05,2026-07-03,2026-07-03,436,363,Delivered
PO-0016886,BAK-CON-00576,sup-118,str-001,2026-06-01,2026-06-02,2026-06-02,322,311,Delivered
PO-0016887,FRE-PRO-00379,sup-083,str-001,2025-11-23,2025-11-24,2025-11-24,407,405,Delivered
PO-0016888,ART-DEC-00306,sup-142,wh-001,2025-11-21,2025-12-16,2025-12-16,157,139,Delivered
PO-0016889,HOM-FUR-00220,sup-164,wh-001,2026-06-13,2026-07-28,2026-07-28,232,213,Delivered
PO-0016890,TRA-PRO-00113,sup-188,str-001,2025-10-08,2025-11-16,2025-11-16,256,88,Delivered
PO-0016891,AUT-GEN-00535,sup-143,wh-001,2026-05-20,2026-06-19,2026-06-19,190,158,Delivered
PO-0016892,JEW-GEN-00582,sup-017,str-001,2026-06-25,2026-07-18,2026-07-18,463,445,Delivered
PO-0016893,PAR-CEL-00297,sup-125,str-001,2025-12-20,2026-01-18,2026-01-18,67,63,Delivered
PO-0016894,GRO-FOO-01262,sup-020,str-001,2026-07-03,2026-07-18,2026-07-18,479,455,Delivered
PO-0016895,BAK-CON-00451,sup-166,wh-001,2025-09-21,2025-09-22,2025-09-22,333,274,Delivered
PO-0016896,DAI-REF-00338,sup-032,wh-001,2026-09-04,2026-09-07,2026-09-07,365,331,Delivered
PO-0016897,FRE-PRO-00395,sup-007,str-001,2026-04-17,2026-04-18,2026-04-30,138,97,Delivered
PO-0016898,HOM-APP-00832,sup-145,wh-001,2025-10-12,2025-12-28,2025-12-28,383,355,Delivered
PO-0016899,BEA-COS-00352,sup-099,str-001,2026-08-02,2026-08-29,2026-08-29,54,7,Delivered
PO-0016900,APP-WOM-01518,sup-154,wh-001,2026-08-19,2026-09-11,2026-09-16,161,37,Delivered
PO-0016901,GRO-FOO-00603,sup-175,wh-001,2025-11-04,2025-11-19,2025-11-25,424,376,Delivered
PO-0016902,FOO-GEN-00303,sup-001,wh-001,2026-06-30,2026-08-07,2026-08-07,477,466,Delivered
PO-0016903,APP-MEN-01408,sup-086,wh-001,2026-03-15,2026-03-29,2026-03-29,254,243,Delivered
PO-0016904,HEA-WEL-00580,sup-113,str-001,2025-09-24,2025-10-12,2025-10-12,421,290,Delivered
PO-0016905,COL-SPE-00087,sup-048,wh-001,2026-01-05,2026-01-25,2026-01-25,81,79,Delivered
PO-0016906,GAR-OUT-00167,sup-025,str-001,2026-02-13,2026-03-10,2026-03-10,126,116,Delivered
PO-0016907,CON-ELE-00468,sup-167,wh-001,2025-11-17,2025-12-26,2025-12-26,397,378,Delivered
PO-0016908,AUT-GEN-00883,sup-125,wh-001,2025-11-18,2025-12-18,2025-12-18,150,140,Delivered
PO-0016909,APP-CHI-00605,sup-131,str-001,2025-12-04,2026-01-02,2026-01-02,363,319,Delivered
PO-0016910,FRO-REA-00021,sup-053,str-001,2026-03-10,2026-03-19,2026-03-28,375,288,Delivered
PO-0016911,REG-CON-00223,sup-127,wh-001,2026-03-12,2026-04-14,2026-04-14,212,206,Delivered
PO-0016912,BOO-GEN-00421,sup-153,wh-001,2026-01-10,2026-01-25,2026-01-25,435,367,Delivered
PO-0016913,HOU-CLE-00277,sup-099,wh-001,2026-05-04,2026-06-15,2026-06-15,440,219,Delivered
PO-0016914,FOO-GEN-00773,sup-030,wh-001,2026-03-17,2026-04-24,2026-04-25,460,421,Delivered
PO-0016915,SAF-SEC-00290,sup-035,str-001,2026-05-22,2026-07-04,2026-07-04,232,179,Delivered
PO-0016916,ENT-EXP-00318,sup-185,str-001,2026-07-11,2026-07-25,2026-07-25,77,67,Delivered
PO-0016917,KIT-DIN-00896,sup-099,wh-001,2026-02-04,2026-03-03,2026-03-03,363,343,Delivered
PO-0016918,COM-MOB-00114,sup-075,str-001,2025-12-06,2026-01-31,2026-01-31,476,365,Delivered
PO-0016919,STA-OFF-00174,sup-090,wh-001,2026-06-28,2026-08-05,2026-08-05,253,211,Delivered
PO-0016920,BEV-GEN-00169,sup-093,wh-001,2026-01-23,2026-02-05,2026-02-05,150,148,Delivered
PO-0016921,GRO-FOO-02378,sup-004,wh-001,2026-02-12,2026-02-27,2026-03-08,94,21,Delivered
PO-0016922,TOY-GEN-00682,sup-037,str-001,2026-03-13,2026-04-27,2026-04-27,461,443,Delivered
PO-0016923,BEA-COS-00139,sup-071,wh-001,2025-12-07,2026-01-03,2026-01-03,413,354,Delivered
PO-0016924,PET-PET-00687,sup-070,str-001,2026-06-04,2026-06-20,2026-06-27,181,166,Delivered
PO-0016925,COM-MOB-00008,sup-081,str-001,2026-03-20,2026-05-15,2026-05-15,353,343,Delivered
PO-0016926,SPE-PRO-00529,sup-142,str-001,2026-08-11,2026-09-25,,205,,In-Transit
PO-0016927,BEV-GEN-01096,sup-138,str-001,2026-08-09,2026-08-22,2026-08-22,58,43,Delivered
PO-0016928,BEV-GEN-00404,sup-168,str-001,2026-07-30,2026-08-12,2026-08-16,448,338,Delivered
PO-0016929,HOM-FUR-00781,sup-162,str-001,2025-12-28,2026-02-11,2026-02-11,491,488,Delivered
PO-0016930,MEA-SEA-00914,sup-140,str-001,2026-09-01,2026-09-03,2026-09-15,231,168,Delivered
PO-0016931,APP-CHI-00579,sup-029,wh-001,2025-11-26,2025-12-25,2025-12-25,392,280,Delivered
PO-0016932,SEW-TEX-00384,sup-054,str-001,2025-11-28,2025-12-16,2025-12-16,61,59,Delivered
PO-0016933,HOM-APP-00549,sup-120,str-001,2026-04-07,2026-06-23,2026-06-23,313,254,Delivered
PO-0016934,SER-SOL-00619,sup-088,wh-001,2026-07-28,2026-08-16,2026-08-16,111,108,Delivered
PO-0016935,SOL-SUS-00122,sup-088,str-001,2025-10-15,2025-11-22,2025-11-22,425,389,Delivered
PO-0016936,FRO-REA-00132,sup-117,wh-001,2025-11-04,2025-11-13,2025-11-13,477,470,Delivered
PO-0016937,FOO-BEV-00290,sup-166,wh-001,2026-01-12,2026-01-14,2026-01-14,88,71,Delivered
PO-0016938,HAR-HOM-00246,sup-185,str-001,2025-12-07,2026-01-07,2026-01-07,395,342,Delivered
PO-0016939,PRE-LUX-00142,sup-100,str-001,2026-02-22,2026-03-28,2026-03-28,455,355,Delivered
PO-0016940,FOO-BEV-00248,sup-200,str-001,2026-06-03,2026-06-05,2026-06-10,421,408,Delivered
PO-0016941,BEV-GEN-00874,sup-011,str-001,2025-11-12,2025-11-25,2025-11-25,162,140,Delivered
PO-0016942,APP-MEN-00930,sup-154,str-001,2026-03-10,2026-03-24,2026-03-24,417,361,Delivered
PO-0016943,CON-ELE-00690,sup-047,str-001,2025-11-20,2025-12-29,2025-12-29,449,143,Delivered
PO-0016944,APP-CHI-00910,sup-104,str-001,2026-01-26,2026-02-24,2026-02-24,251,249,Delivered
PO-0016945,SPO-FIT-00390,sup-064,wh-001,2025-12-05,2026-01-17,2026-01-22,476,402,Delivered
PO-0016946,FOO-GEN-00941,sup-187,str-001,2026-05-14,2026-06-21,2026-06-26,335,320,Delivered
PO-0016947,BAK-CON-00116,sup-028,wh-001,2025-10-14,2025-10-15,2025-10-25,167,149,Delivered
PO-0016948,FOO-BEV-00187,sup-101,str-001,2026-01-15,2026-01-17,2026-01-17,447,440,Delivered
PO-0016949,SEW-TEX-00146,sup-025,str-001,2025-10-13,2025-10-31,2025-10-31,220,212,Delivered
PO-0016950,GRO-FOO-02039,sup-156,str-001,2026-09-04,2026-09-19,,478,,In-Transit
PO-0016951,FOO-GEN-01277,sup-154,wh-001,2026-03-07,2026-04-14,2026-04-14,173,145,Delivered
PO-0016952,REL-CUL-00050,sup-064,str-001,2026-05-25,2026-06-21,2026-06-21,323,272,Delivered
PO-0016953,APP-WOM-01463,sup-045,str-001,2026-06-20,2026-07-13,2026-07-13,53,42,Delivered
PO-0016954,DIG-NON-00092,sup-135,str-001,2026-08-05,2026-08-19,2026-08-28,492,130,Delivered
PO-0016955,BEV-GEN-00624,sup-080,str-001,2026-08-07,2026-08-20,2026-08-20,292,41,Delivered
PO-0016956,PER-CAR-00835,sup-088,wh-001,2025-12-16,2026-01-10,2026-01-10,279,276,Delivered
PO-0016957,HOM-APP-00156,sup-058,str-001,2026-02-13,2026-05-01,2026-05-14,344,292,Delivered
PO-0016958,APP-CHI-00178,sup-163,str-001,2026-06-27,2026-07-26,2026-07-26,336,298,Delivered
PO-0016959,BEV-GEN-00775,sup-062,wh-001,2026-05-15,2026-05-28,2026-05-28,87,84,Delivered
PO-0016960,MEA-SEA-00888,sup-128,wh-001,2025-10-16,2025-10-18,2025-10-21,367,314,Delivered
PO-0016961,BEV-GEN-00880,sup-033,wh-001,2026-08-02,2026-08-15,2026-08-15,278,271,Delivered
PO-0016962,FAS-ACC-00117,sup-103,str-001,2026-03-02,2026-04-08,2026-04-08,288,240,Delivered
PO-0016963,APP-CHI-00687,sup-131,wh-001,2026-03-27,2026-04-25,2026-04-25,161,139,Delivered
PO-0016964,GRO-FOO-02506,sup-123,str-001,2026-06-09,2026-06-24,2026-06-24,109,91,Delivered
PO-0016965,FLO-FLO-00234,sup-094,str-001,2026-08-30,2026-09-26,,353,,In-Transit
PO-0016966,BAB-MAT-00619,sup-182,wh-001,2026-07-18,2026-08-29,2026-08-29,141,139,Delivered
PO-0016967,HOB-ART-00396,sup-063,wh-001,2025-11-23,2025-12-18,2025-12-20,139,110,Delivered
PO-0016968,BEA-COS-00564,sup-110,str-001,2025-09-23,2025-10-20,2025-10-20,485,467,Delivered
PO-0016969,MEA-SEA-00061,sup-031,str-001,2025-11-06,2025-11-08,2025-11-17,319,56,Delivered
PO-0016970,FOO-GEN-00585,sup-154,wh-001,2026-02-02,2026-03-12,2026-03-12,148,119,Delivered
PO-0016971,FOO-GEN-00649,sup-038,str-001,2026-03-07,2026-04-14,2026-04-14,80,75,Delivered
PO-0016972,FES-SEA-00249,sup-057,str-001,2026-07-25,2026-08-13,2026-08-13,98,87,Delivered
PO-0016973,FUR-GEN-00154,sup-088,str-001,2025-09-18,2025-10-27,2025-10-27,443,425,Delivered
PO-0016974,KIT-DIN-01076,sup-125,str-001,2025-11-16,2025-12-13,2025-12-13,336,313,Delivered
PO-0016975,FRE-PRO-00259,sup-043,str-001,2025-11-04,2025-11-05,2025-11-06,383,311,Delivered
PO-0016976,KIT-DIN-00298,sup-066,wh-001,2026-06-11,2026-07-08,2026-07-10,433,354,Delivered
PO-0016977,PET-PET-00083,sup-181,str-001,2025-11-30,2025-12-16,2025-12-16,367,272,Delivered
PO-0016978,PAC-SHI-00066,sup-106,wh-001,2025-11-21,2025-12-23,2025-12-23,357,351,Delivered
PO-0016979,FOO-GEN-00769,sup-151,wh-001,2025-09-20,2025-10-28,2025-10-28,257,224,Delivered
PO-0016980,HAR-HOM-00054,sup-090,str-001,2025-11-05,2025-12-06,2025-12-06,105,90,Delivered
PO-0016981,FOO-GEN-01245,sup-001,str-001,2025-12-31,2026-02-07,2026-02-07,500,485,Delivered
PO-0016982,GAM-PUZ-00092,sup-119,wh-001,2025-11-30,2025-12-23,2025-12-23,205,53,Delivered
PO-0016983,GRO-FOO-00148,sup-126,wh-001,2026-02-01,2026-02-16,2026-02-16,58,55,Delivered
PO-0016984,HOB-ART-00690,sup-027,wh-001,2026-05-29,2026-06-23,2026-06-23,241,205,Delivered
PO-0016985,SPE-ACC-00216,sup-106,wh-001,2025-10-29,2025-12-12,2025-12-12,136,130,Delivered
PO-0016986,KIT-DIN-00031,sup-106,wh-001,2026-08-28,2026-09-24,,465,,In-Transit
PO-0016987,GRO-FOO-01017,sup-068,str-001,2026-03-29,2026-04-13,2026-04-13,397,383,Delivered
PO-0016988,APP-WOM-00253,sup-187,str-001,2025-09-14,2025-10-07,2025-10-17,401,388,Delivered
PO-0016989,APP-WOM-00427,sup-149,str-001,2026-02-05,2026-02-28,2026-02-28,347,331,Delivered
PO-0016990,SNA-GEN-00124,sup-193,str-001,2026-09-02,2026-09-09,2026-09-09,422,404,Delivered
PO-0016991,WAT-TIM-00183,sup-127,str-001,2026-07-22,2026-08-14,2026-08-14,191,183,Delivered
PO-0016992,HOB-ART-00485,sup-142,str-001,2026-04-17,2026-05-12,2026-05-12,375,360,Delivered
PO-0016993,ELE-LIG-00288,sup-182,str-001,2026-04-12,2026-05-09,2026-05-09,498,485,Delivered
PO-0016994,GRO-FOO-01414,sup-044,str-001,2026-03-10,2026-03-25,2026-03-25,194,160,Delivered
PO-0016995,SPE-ACC-00195,sup-182,str-001,2025-10-04,2025-11-17,2025-11-17,369,356,Delivered
PO-0016996,PAC-SHI-00191,sup-172,wh-001,2026-01-15,2026-02-16,2026-02-16,87,85,Delivered
PO-0016997,PET-PET-00387,sup-002,wh-001,2026-06-20,2026-07-06,2026-07-12,89,25,Delivered
PO-0016998,AUT-GEN-00172,sup-143,wh-001,2025-12-25,2026-01-24,2026-01-24,78,69,Delivered
PO-0016999,FAS-ACC-00847,sup-052,str-001,2025-12-25,2026-01-31,2026-01-31,460,428,Delivered
PO-0017000,COM-MOB-00228,sup-145,str-001,2025-10-28,2025-12-23,2025-12-23,255,239,Delivered
PO-0017001,PAC-SHI-00044,sup-127,wh-001,2025-11-08,2025-12-10,2025-12-10,426,406,Delivered
PO-0017002,DAI-REF-00452,sup-082,wh-001,2026-01-22,2026-01-25,2026-01-25,121,116,Delivered
PO-0017003,GRO-FOO-02163,sup-070,str-001,2026-08-16,2026-08-31,2026-08-31,421,390,Delivered
PO-0017004,DIG-NON-00063,sup-057,str-001,2025-09-30,2025-10-14,2025-10-14,375,353,Delivered
PO-0017005,STA-OFF-00098,sup-088,str-001,2026-03-02,2026-04-09,2026-04-09,318,312,Delivered
PO-0017006,APP-CHI-00350,sup-160,str-001,2026-01-17,2026-02-15,2026-02-15,468,355,Delivered
PO-0017007,BAG-LUG-00339,sup-052,wh-001,2026-08-07,2026-08-23,2026-08-23,404,393,Delivered
PO-0017008,WAT-TIM-00383,sup-100,str-001,2025-12-15,2026-01-07,2026-01-07,285,226,Delivered
PO-0017009,GRO-FOO-01718,sup-008,wh-001,2025-12-21,2026-01-05,2026-01-05,392,333,Delivered
PO-0017010,BEA-COS-00234,sup-164,wh-001,2026-01-30,2026-02-26,2026-02-26,257,239,Delivered
PO-0017011,PER-CAR-00571,sup-110,str-001,2025-12-15,2026-01-09,2026-01-23,300,291,Delivered
PO-0017012,HAR-HOM-00491,sup-054,str-001,2026-07-12,2026-08-12,2026-08-12,385,366,Delivered
PO-0017013,BAG-LUG-00753,sup-177,str-001,2025-10-01,2025-10-17,2025-10-17,169,139,Delivered
PO-0017014,SPO-FIT-00794,sup-127,wh-001,2025-12-11,2026-01-23,2026-02-02,238,229,Delivered
PO-0017015,PRE-LUX-00035,sup-089,str-001,2025-10-11,2025-11-14,2025-11-22,64,46,Delivered
PO-0017016,SPO-FIT-00055,sup-071,wh-001,2026-01-18,2026-03-02,2026-03-02,177,143,Delivered
PO-0017017,BAG-LUG-00719,sup-069,wh-001,2026-01-11,2026-01-27,2026-02-08,140,27,Delivered
PO-0017018,JEW-GEN-00447,sup-173,str-001,2026-01-12,2026-02-04,2026-02-04,175,43,Delivered
PO-0017019,MEA-SEA-00620,sup-031,str-001,2026-08-22,2026-08-24,2026-09-02,167,151,Delivered
PO-0017020,APP-CHI-01059,sup-139,wh-001,2026-07-19,2026-08-17,2026-08-17,107,74,Delivered
PO-0017021,SER-SOL-00682,sup-106,wh-001,2026-08-18,2026-09-06,2026-09-06,389,376,Delivered
PO-0017022,FES-SEA-00540,sup-122,str-001,2026-02-20,2026-03-11,2026-03-11,334,256,Delivered
PO-0017023,FAS-ACC-00861,sup-144,str-001,2026-01-16,2026-02-22,2026-03-02,459,403,Delivered
PO-0017024,WAT-TIM-00381,sup-089,wh-001,2025-10-19,2025-11-11,2025-11-21,405,329,Delivered
PO-0017025,PAC-SHI-00384,sup-037,str-001,2025-12-31,2026-02-01,2026-02-01,213,206,Delivered
PO-0017026,BEV-GEN-00269,sup-181,str-001,2026-08-03,2026-08-16,2026-08-16,480,327,Delivered
PO-0017027,OFF-BUS-00284,sup-090,str-001,2026-07-07,2026-08-04,2026-08-04,403,351,Delivered
PO-0017028,FRE-PRO-00163,sup-043,wh-001,2026-03-15,2026-03-16,2026-03-16,113,84,Delivered
PO-0017029,GIF-LIF-00197,sup-119,wh-001,2025-10-13,2025-10-28,2025-11-03,377,126,Delivered
PO-0017030,BAB-MAT-00613,sup-164,wh-001,2026-08-24,2026-10-05,,247,,In-Transit
PO-0017031,MEA-SEA-00345,sup-179,wh-001,2026-09-10,2026-09-12,2026-09-12,454,434,Delivered
PO-0017032,REG-CON-00097,sup-130,str-001,2026-09-02,2026-10-05,,110,,In-Transit
PO-0017033,GRO-FOO-02549,sup-008,wh-001,2026-06-08,2026-06-23,2026-06-29,453,398,Delivered
PO-0017034,COL-SPE-00236,sup-164,str-001,2025-09-14,2025-10-04,2025-10-04,224,96,Delivered
PO-0017035,DAI-REF-00494,sup-031,wh-001,2026-08-16,2026-08-19,2026-08-19,217,71,Delivered
PO-0017036,SPO-FIT-00271,sup-125,str-001,2026-03-04,2026-04-16,2026-04-16,272,269,Delivered
PO-0017037,SEW-TEX-00228,sup-164,str-001,2026-05-12,2026-05-30,2026-05-30,358,317,Delivered
PO-0017038,BAB-MAT-00474,sup-071,str-001,2026-07-24,2026-09-04,2026-09-04,437,372,Delivered
PO-0017039,HAR-HOM-00081,sup-090,str-001,2026-08-29,2026-09-29,,365,,In-Transit
PO-0017040,MEA-SEA-00753,sup-096,str-001,2026-05-10,2026-05-12,2026-05-12,103,92,Delivered
PO-0017041,HOB-ART-00369,sup-173,wh-001,2026-06-01,2026-06-26,2026-06-26,335,266,Delivered
PO-0017042,HOU-CLE-00688,sup-100,wh-001,2026-02-09,2026-03-23,2026-03-23,389,320,Delivered
PO-0017043,FOO-BEV-00297,sup-012,wh-001,2025-10-25,2025-10-27,2025-10-27,309,239,Delivered
PO-0017044,SAF-SEC-00225,sup-135,wh-001,2025-10-05,2025-11-17,2025-11-17,240,179,Delivered
PO-0017045,FES-SEA-00219,sup-054,str-001,2025-12-26,2026-01-14,2026-01-14,187,181,Delivered
PO-0017046,BAB-MAT-00740,sup-188,wh-001,2026-07-05,2026-08-16,2026-08-16,200,187,Delivered
PO-0017047,GRO-FOO-00403,sup-011,str-001,2026-01-02,2026-01-17,2026-01-19,394,346,Delivered
PO-0017048,FES-SEA-00354,sup-063,str-001,2026-03-07,2026-03-26,2026-03-26,228,187,Delivered
PO-0017049,KIT-DIN-00917,sup-089,wh-001,2025-12-25,2026-01-21,2026-01-21,434,335,Delivered
PO-0017050,FUR-GEN-00286,sup-130,str-001,2025-10-16,2025-11-24,2025-11-24,102,81,Delivered
PO-0017051,FES-SEA-00179,sup-024,wh-001,2025-12-22,2026-01-10,2026-01-16,461,352,Delivered
PO-0017052,APP-CHI-00883,sup-001,str-001,2026-03-17,2026-04-15,2026-04-15,332,331,Delivered
PO-0017053,APP-CHI-00967,sup-107,str-001,2026-01-09,2026-02-07,2026-02-07,198,175,Delivered
PO-0017054,DIG-NON-00266,sup-173,str-001,2025-10-06,2025-10-20,2025-10-20,88,68,Delivered
PO-0017055,GAM-PUZ-00407,sup-048,wh-001,2026-07-17,2026-08-09,2026-08-09,271,262,Delivered
PO-0017056,KIT-DIN-00936,sup-113,str-001,2026-03-18,2026-04-14,2026-04-14,347,272,Delivered
PO-0017057,FES-SEA-00550,sup-094,wh-001,2025-12-07,2025-12-26,2025-12-26,357,314,Delivered
PO-0017058,SNA-GEN-00402,sup-186,str-001,2025-11-24,2025-12-01,2025-12-01,388,374,Delivered
PO-0017059,HAR-HOM-00207,sup-162,wh-001,2025-11-13,2025-12-14,2025-12-14,139,135,Delivered
PO-0017060,TRA-PRO-00082,sup-071,str-001,2026-04-08,2026-05-17,2026-05-17,150,133,Delivered
PO-0017061,REL-CUL-00221,sup-172,wh-001,2026-06-12,2026-07-09,2026-07-12,482,456,Delivered
PO-0017062,FES-SEA-00497,sup-127,wh-001,2025-11-16,2025-12-05,2025-12-05,339,324,Delivered
PO-0017063,ART-DEC-00336,sup-185,wh-001,2026-02-03,2026-02-28,2026-02-28,155,129,Delivered
PO-0017064,BEA-COS-01086,sup-064,wh-001,2026-06-22,2026-07-19,2026-07-19,294,228,Delivered
PO-0017065,FUR-GEN-00342,sup-071,str-001,2026-04-21,2026-05-30,2026-05-30,68,7,Delivered
PO-0017066,ENT-EXP-00076,sup-113,str-001,2026-01-18,2026-02-01,2026-02-10,149,106,Delivered
PO-0017067,MUS-INS-00367,sup-185,str-001,2026-07-10,2026-08-07,2026-08-07,406,333,Delivered
PO-0017068,HOM-FUR-00677,sup-125,str-001,2025-11-30,2026-01-14,2026-01-14,113,112,Delivered
PO-0017069,APP-CHI-00647,sup-171,str-001,2026-09-05,2026-10-04,,359,,In-Transit
PO-0017070,BOO-GEN-00669,sup-100,str-001,2026-06-08,2026-06-23,2026-06-27,414,356,Delivered
PO-0017071,BAG-LUG-00064,sup-045,str-001,2026-04-03,2026-04-19,2026-04-19,354,275,Delivered
PO-0017072,AUT-GEN-00269,sup-182,str-001,2026-02-14,2026-03-16,2026-03-16,130,119,Delivered
PO-0017073,FOO-GEN-00254,sup-197,str-001,2026-08-25,2026-10-02,,408,,In-Transit
PO-0017074,PLU-BUI-00048,sup-054,wh-001,2026-08-20,2026-09-26,,346,,In-Transit
PO-0017075,FRE-PRO-00880,sup-124,wh-001,2026-06-07,2026-06-08,2026-06-08,442,429,Delivered
PO-0017076,BEA-COS-00599,sup-143,str-001,2026-08-20,2026-09-16,,150,,In-Transit
PO-0017077,FAS-ACC-00888,sup-190,str-001,2026-06-18,2026-07-25,2026-07-25,221,212,Delivered
PO-0017078,BAK-CON-00493,sup-169,str-001,2026-07-03,2026-07-04,2026-07-13,228,197,Delivered
PO-0017079,BOO-GEN-00451,sup-054,str-001,2026-08-01,2026-08-16,2026-08-16,487,475,Delivered
PO-0017080,REL-CUL-00030,sup-054,wh-001,2026-04-08,2026-05-05,2026-05-05,473,464,Delivered
PO-0017081,STA-OFF-00434,sup-125,wh-001,2026-02-22,2026-04-01,2026-04-01,293,281,Delivered
PO-0017082,HAR-HOM-00757,sup-100,str-001,2026-01-20,2026-02-20,2026-02-20,171,18,Delivered
PO-0017083,BAK-CON-00564,sup-200,wh-001,2026-01-06,2026-01-07,2026-01-07,450,433,Delivered
PO-0017084,KIT-DIN-00748,sup-037,str-001,2026-02-03,2026-03-02,2026-03-02,156,148,Delivered
PO-0017085,HOM-FUR-00421,sup-162,wh-001,2026-07-05,2026-08-19,2026-08-19,449,414,Delivered
PO-0017086,JEW-GEN-00201,sup-089,str-001,2026-02-16,2026-03-11,2026-03-11,179,135,Delivered
PO-0017087,FRE-PRO-00604,sup-028,wh-001,2025-12-09,2025-12-10,2025-12-10,192,177,Delivered
PO-0017088,GRO-FOO-01685,sup-123,wh-001,2025-11-22,2025-12-07,2025-12-07,465,431,Delivered
PO-0017089,AUT-GEN-00589,sup-057,str-001,2026-07-10,2026-08-09,2026-08-09,424,399,Delivered
PO-0017090,FOO-GEN-00325,sup-149,wh-001,2025-12-19,2026-01-26,2026-01-26,199,177,Delivered
PO-0017091,BAG-LUG-00119,sup-144,wh-001,2026-03-31,2026-04-16,2026-04-16,304,251,Delivered
PO-0017092,BEA-COS-00353,sup-127,wh-001,2025-11-05,2025-12-02,2025-12-02,100,98,Delivered
PO-0017093,BEV-GEN-00299,sup-080,str-001,2026-01-05,2026-01-18,2026-01-29,125,119,Delivered
PO-0017094,FES-SEA-01013,sup-039,wh-001,2026-04-07,2026-04-26,2026-04-29,347,303,Delivered
PO-0017095,GRO-FOO-02343,sup-068,wh-001,2026-08-04,2026-08-19,2026-08-19,444,440,Delivered
PO-0017096,HOM-FUR-00316,sup-125,str-001,2026-08-15,2026-09-29,,149,,In-Transit
PO-0017097,AUT-GEN-00424,sup-099,str-001,2025-10-05,2025-11-04,2025-11-04,110,100,Delivered
PO-0017098,PAP-DIS-00053,sup-027,wh-001,2026-08-24,2026-09-29,,411,,In-Transit
PO-0017099,SMA-HOM-00266,sup-108,wh-001,2026-05-30,2026-08-22,2026-08-22,123,120,Delivered
PO-0017100,BAG-LUG-00589,sup-160,wh-001,2026-08-28,2026-09-13,2026-09-13,441,312,Delivered
PO-0017101,SPO-FIT-00619,sup-089,str-001,2026-06-16,2026-07-29,2026-07-29,185,141,Delivered
PO-0017102,GRO-FOO-02805,sup-004,wh-001,2026-06-06,2026-06-21,2026-06-21,195,150,Delivered
PO-0017103,KIT-DIN-00842,sup-173,wh-001,2026-09-10,2026-10-07,,312,,In-Transit
PO-0017104,BAB-MAT-00752,sup-027,wh-001,2026-01-07,2026-02-18,2026-02-18,379,336,Delivered
PO-0017105,MUS-INS-00569,sup-172,str-001,2026-05-15,2026-06-12,2026-06-12,375,350,Delivered
PO-0017106,SEW-TEX-00160,sup-173,str-001,2026-06-06,2026-06-24,2026-06-24,429,116,Delivered
PO-0017107,STA-OFF-00047,sup-013,str-001,2026-04-07,2026-05-15,2026-05-15,220,214,Delivered
PO-0017108,DIG-NON-00009,sup-125,str-001,2025-11-29,2025-12-13,2025-12-13,415,387,Delivered
PO-0017109,SER-SOL-00098,sup-066,wh-001,2026-07-09,2026-07-28,2026-07-28,148,110,Delivered
PO-0017110,HOU-CLE-00195,sup-094,str-001,2025-11-24,2026-01-05,2026-01-13,57,53,Delivered
PO-0017111,APP-WOM-00953,sup-146,wh-001,2026-04-14,2026-05-07,2026-05-07,114,105,Delivered
PO-0017112,BAG-LUG-00544,sup-045,str-001,2026-08-01,2026-08-17,2026-08-17,317,253,Delivered
PO-0017113,FUR-GEN-00224,sup-143,str-001,2026-01-15,2026-02-23,2026-02-23,218,35,Delivered
PO-0017114,SPO-FIT-00303,sup-153,str-001,2025-10-11,2025-11-23,2025-11-23,435,371,Delivered
PO-0017115,STA-OFF-00314,sup-013,str-001,2026-01-30,2026-03-09,2026-03-09,80,31,Delivered
PO-0017116,GRO-FOO-00886,sup-195,wh-001,2026-03-18,2026-04-02,2026-04-02,141,139,Delivered
PO-0017117,HOB-ART-00488,sup-025,str-001,2026-05-10,2026-06-04,2026-06-04,397,379,Delivered
PO-0017118,BAB-MAT-00205,sup-024,wh-001,2026-07-06,2026-08-17,2026-08-26,174,126,Delivered
PO-0017119,APP-WOM-01556,sup-052,str-001,2026-01-22,2026-02-14,2026-02-14,304,292,Delivered
PO-0017120,OFF-BUS-00013,sup-017,wh-001,2025-09-20,2025-10-18,2025-10-18,448,439,Delivered
PO-0017121,FRE-PRO-00783,sup-129,wh-001,2026-08-12,2026-08-13,2026-08-13,236,31,Delivered
PO-0017122,REG-CON-00192,sup-025,wh-001,2026-08-02,2026-09-04,2026-09-04,236,229,Delivered
PO-0017123,GAR-OUT-00575,sup-100,str-001,2026-01-19,2026-02-13,2026-02-13,401,307,Delivered
PO-0017124,ART-DEC-00124,sup-017,str-001,2026-05-31,2026-06-25,2026-06-25,382,379,Delivered
PO-0017125,FES-SEA-00705,sup-017,wh-001,2025-11-25,2025-12-14,2025-12-14,388,372,Delivered
PO-0017126,FAS-ACC-00651,sup-146,wh-001,2026-07-21,2026-08-27,2026-09-09,132,120,Delivered
PO-0017127,ART-DEC-00020,sup-088,wh-001,2025-10-30,2025-11-24,2025-11-24,98,91,Delivered
